id,url,text,w_what,w_where,w_when,w_who_author,w_who_victim,w_who_other,w_why,h_how,newspaper,activelearning_tag
2756584,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/10/20/news/modena-auto-e-targa-rubate-indagini-su-una-coppia-in-fuga-dopo-incidente-1.39438510,"MODENA. Sembrava un semplice tamponamento, ma nel trambusto subito dopo lo scontro la coppia che si trovava su di una delle due auto è sparita. L’indagine avviata dalla Polizia locale di Modena ha portato ben presto a scoprire che il mezzo era rubato. Non solo, erano rubate anche le targhe che vi erano state installate. Ora si sta cercando di fare luce sugli spostamenti del veicolo e sui comportamenti della coppia, fuggita dopo che nell’incidente è rimasta ferita una ragazza; mentre il mezzo e le targhe, dopo essere stati recuperati, nei giorni scorsi sono stati restituiti ai proprietari. Gli accertamenti avevano preso il via dopo il rinvenimento dell’auto, una Fiat Punto, coinvolta in un tamponamento in via Vignolese con una Volkswagen Polo. Dopo il sinistro, avvenuto il 7 ottobre, gli occupanti si erano allontanati a piedi, facendo perdere le proprie tracce. Sviluppando le verifiche, l’Infortunistica ha riscontrato che il mezzo risultava rubato il 26 settembre a una 90enne modenese che lo aveva parcheggiato sotto casa e che ne aveva denunciato il furto ai carabinieri. Inoltre, gli operatori hanno rilevato anche che sulla Punto non erano montate le targhe originali, bensì i contrassegni di un altro veicolo, di proprietà di un 26enne residente a Termoli, che in quei giorni si trovava a Modena. Il giovane aveva denunciato il furto delle sue targhe il 27 settembre. Secondi i rilievi della Polizia locale, lo stratagemma adottato avrebbe reso più difficoltosa l’identificazione della Punto attraverso i filmati delle telecamere di video-sorveglianza comunale, nonché dei varchi elettronici installati in città, per via della mancata corrispondenza tra la targa e l’auto. In questa maniera, utilizzando appunto un mezzo con minore possibilità di essere intercettato, i conducenti avrebbero muoversi più liberamente col rischio di commettere attività illecite, un’ipotesi supportata dalla fuga dei due conducenti. Mentre si indaga per il furto e la ricettazione della Fiat e della targhe, un’ulteriore accusa riguarda la violazione penale definita dell’articolo 189 del Codice della strada, ovvero l’allontanamento in caso di incidente con feriti: dopo il tamponamento, infatti, la 24enne vignolese alla guida della Polo è rimasta contusa e ha dovuto far ricorso alle cure mediche del pronto soccorso. Per il momento le contestazioni sono a carico di ignoti. ","[""Fiat Punto"", ""targhe""]","[""MODENA""]","[""il 26 settembre""]","[""ignoti""]","[""proprietari"", ""90enne modenese"", ""26enne residente a Termoli""]","[""ragazza""]",,,Gazzetta di Modena,furto
2877823,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/06/news/preso-mentre-cammina-con-2-borse-di-refurtiva-1.39510495,"La polizia ha arrestato un tunisino di 19 anni per furto aggravato in abitazione con il concorso di un amico fuggito. Intorno alle 12 di mercoledì una pattuglia della Squadra Volante, passando in viale Medaglie d’Oro, ha notato i due giovani. Uno è scappato, l’altro è stato preso con due borse contenenti computer portatili, una fotocamera marca Nikon ed una videocamera. Il giovane ha raccontato di aver trovato tutto per strada. In realtà la refurtiva di un colpo avvenuto poco prima. Gli agenti, attraverso una serie di ricerche, sono riusciti a rintracciare il proprietario, un videomaker, e ad accertare che il furto era stato appena perpetrato all’interno di un garage di un condominio di via Bellinzona. Il tunisino era già colpito da un decreto di espulsione. Ieri è stato convalidato il suo arresto ed è stato rilasciato con divieto di dimora a Modena in attesa del processo. ","[""due borse contenenti computer portatili, una fotocamera marca Nikon ed una videocamera""]","[""all\u2019interno di un garage di un condominio di via Bellinzona""]","[""Intorno alle 12 di mercoled\u00ec""]","[""un tunisino di 19 anni""]","[""il proprietario""]","[""agenti""]",,,Gazzetta di Modena,furto
2756586,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/10/19/news/carpi-spaccata-nella-notte-oreficeria-derubata-di-oro-e-gioielli-1.39435298,"CARPI La notte del 19 ottobre, intorno alle 4, ignoti dopo aver tentato di rompere la vetrata, hanno forzato la porta di ingresso riuscendo così ad entrare all’interno di un’oreficeria in corso Roma a Carpi, rubando un espositore con varie fedi e braccialetti e catenine d’oro custodite in una cassaforte prima di darsi alla fuga. Il valore del bottino non è ancora stato quantificato. Sul furto indagano i Carabinieri di Carpi. ","[""vetrata"", ""un espositore con varie fedi e braccialetti e catenine d\u2019oro""]","[""CARPI""]","[""La notte del 19 ottobre, intorno alle 4""]","[""ignoti""]","[""oreficeria""]","[""i Carabinieri di Carpi""]",,,Gazzetta di Modena,furto
2756589,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/10/18/news/subito-ritrovata-l-auto-rubata-1.39434158,Un cittadino di San Cesario non riusciva a crederci a quanto gli stavano comunicando dal comando della Polizia locale della Bassa reggiana. La sua Volvo CX 60 era stata ritrovata dagli agenti poche ore dopo la denuncia di furto. ,"[""Volvo CX 60 ""]","[""San Cesario""]",[],[],"[""cittadino di San Cesario""]","[""agenti""]",,,Gazzetta di Modena,furto
2709577,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/10/12/news/rubano-materiale-all-obi-arrestati-3-giovani-1.39408305,"MODENA. I carabinieri della sezione Radiomobile della compagnia di Modena, durante la sera di sabato, hanno arrestato tre persone con l’accusa di furto aggravato ai danni del negozio di articoli “Fai da te” Obi. I militari, durante il servizio di controllo del territorio, transitavano nel parcheggio di Obi poiché erano stati allertati, pochi minuti prima, da un allarme attivato dall’apertura anomala di una porta d’emergenza. Sul posto i militari notavano tre soggetti che entravano rapidamente in macchina e tentavano di dileguarsi, procedendo con i fari spenti. Prontamente fermati, non riuscivano a dare una spiegazione plausibile della loro presenza in quel luogo. Per questo motivo procedevano con la perquisizione del loro veicolo, rinvenendo all’interno un quantitativo di attrezzi da lavoro per un valore di oltre 800 euro. Non erano in possesso di alcun titolo d’acquisto e non davano spiegazione sulla provenienza del materiale. Sentiti i responsabili dell’attività, dopo aver controllato i codici a barre degli attrezzi, si appurava che questi ultimi risultavano rubati. Di conseguenza, con l’ausilio di una pattuglia della Polizia di Stato, i tre venivano accompagnati in caserma. I tre, classe 1984, 1995 e 2000, venivano tratti in arresto per furto, con le aggravanti per aver commesso il fatto in 3 persone e per averlo commesso su cose esposte al pubblico. L’autorità giudiziaria ha disposto la loro custodia presso le camere di sicurezza del Comando provinciale di Modena e della Tenenza di Castelfranco, in attesa del rito direttissimo. ","[""attrezzi da lavoro per un valore di oltre 800 euro""]","[""MODENA""]","[""durante la sera di sabato""]","[""tre persone"", ""tre soggetti"", ""I tre, classe 1984, 1995 e 2000""]","[""negozio di articoli \u201cFai da te\u201d Obi""]","[""I carabinieri della sezione Radiomobile della compagnia di Modena""]",,,Gazzetta di Modena,furto
2790507,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/10/24/news/commessa-spintonata-da-una-coppia-di-ladri-1.39458566,"Giovedì, la Polizia di Carpi hanno denunciato un uomo ed una donna, entrambi di nazionalità marocchina, residenti nel carpigiano, per un tentativo di furto degenerato in rapina. La coppia, all’interno di un negozio di un centro commerciale, aveva rimosso i dispositivi antitaccheggio di diversi capi di abbigliamento, per un valore di circa 1800 euro, con l’intento di rubarli. Sorpresi da una commessa, i due si erano dati alla fuga abbandonando la merce. Nel tentativo di raggiungere l’uscita del negozio, la donna aveva strattonato la dipendente che aveva cercato invano di impedirle di scappare. Le indagini immediate hanno permesso di individuare i due soggetti, che dovranno ora rispondere davanti al giudice di tentata rapina impropria. — ","[""capi di abbigliamento, per un valore di circa 1800 euro""]",[],"[""Gioved\u00ec""]","[""un uomo ed una donna, entrambi di nazionalit\u00e0 marocchina, residenti nel carpigiano"", ""coppia"", ""due soggetti"", ""donna""]","[""negozio di un centro commerciale"", ""merce""]","[""la Polizia di Carpi ""]",,,Gazzetta di Modena,furto
2877852,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/07/news/spilamberto-sono-17-i-colpi-del-ladro-seriale-resta-in-carcere-1.39511885,"SPILAMBERTO I Carabinieri di Spilamberto, coadiuvati nella fase esecutiva dai colleghi di Poggio di Ancona, hanno tratto in arresto un pluripregiudicato di 23 anni, di origini calabresi, già detenuto presso la casa circondariale di Ancona, in esecuzione di un’ordinanza di custodia cautelare emessa dal G.I.P. . Il provvedimento arriva al termine di una complessa indagine della Stazione Carabinieri di Spilamberto, che ha permesso di attribuire all'uomo la bellezza di 17 furti aggravati, tra tentati e consumati, con il metodo della spaccata prevalentemente mediante l’utilizzo di un tombino in ghisa, perpetrati dal novembre 2018 al settembre 2019 in danno di altrettanti esercizi commerciali di Spilamberto e Vignola. Il modus operandi dell’indagato era abbastanza collaudato ed il copione di “intervento” si è ripetuto per molti degli episodi delittuosi contestati: quasi sempre in orario serale/notturno, a bordo di autovettura o bicicletta (a volte anche a piedi), l’indagato si portava nei pressi dell’esercizio commerciale e, dopo aver asportato un tombino in ghisa nelle vicinanze oppure una transenna (od altro robusto strumento di effrazione), infrangeva con violenza le vetrate dell’esercizio pr poi entrare asportando quanto più possibile. Gli obiettivi dei raid erano distributori automatici, lavanderie automatiche, barberie, negozi di alimentari, farmacie, tabaccai, bar, supermercati ed altro. I bottini erano spesso rappresentati da biglietti gratta e vinci, sigarette, soldi contanti, detersivi, farmaci ed altro. Molto spesso i danni cagionati per migliaia di euro alle strutture degli esercizi commerciali colpiti erano di gran lunga più ingenti rispetto a quanto materialmente asportato. Nel corso delle indagini il destinatario dell’odierno provvedimento era stato più volte tratto in arresto in flagranza per i medesimi reati e, nonostante fosse stato sottoposto a diverse misure restrittive della libertà personale alternative alla detenzione carceraria, aveva continuato i suoi furti. Le ulteriori indagini hanno permesso di ricostruire altri 6 furti aggravati perpetrati con le medesime modalità in danno di altrettanti esercizi pubblici ancora a Spilamberto. ","[""biglietti gratta e vinci, sigarette, soldi contanti, detersivi, farmaci ed altro""]","[""Spilamberto e Vignola""]","[""dal novembre 2018 al settembre 2019""]","[""un pluripregiudicato di 23 anni, di origini calabresi""]",[],"[""I Carabinieri di Spilamberto"", ""colleghi di Poggio di Ancona""]",,,Gazzetta di Modena,furto
1966233,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/06/16/news/rubano-estintori-sul-bus-nei-guai-due-ragazzine-1.38975668,"CAMPOSANTO Troppo attraente quell’autobus di linea aperto per non salirci sopra. Quanto accaduto poco dopo è invece ora in mano ai carabinieri di San Felice che hanno denunciato due studentesse, ora accusate di furto aggravato. Tutto è accaduto domenica quando una vasta nuvola di fumo bianco è stata notata nella zona della stazione del deposito delle corriere di Camposanto. Una pattuglia dell’Arma di San Felice è andata ad effettuare un controllo e in poco tempo ha capito quanto fosse accaduto: un gruppetto di quattro giovani, tra cui le due studentesse, si era infatti introdotto in un autobus che per sicurezza rimane con le portiere aperte anche quando è in sosta. E dall’interno il gruppetto ha asportato due estintori di 6 chilogrammi. Si sono spostati di qualche centinaio di metri e ormai sicuri di non essere scoperti hanno scaricato la polvere nell’aria, creando quella nuvola di fumo che ha insospettito i carabinieri e alcuni passanti. Le due sono state rintracciate e identificate. — ","[""due estintori di 6 chilogrammi""]","[""zona della stazione del deposito delle corriere di Camposanto""]","[""domenica""]","[""due studentesse"", ""un gruppetto di quattro giovani, tra cui le due studentesse""]","[""autobus""]","[""carabinieri di San Felice""]",,,Gazzetta di Modena,furto
2973737,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/21/news/finale-terzo-furto-in-pizzeria-il-ponte-chiuso-e-un-guaio-1.39566124,"FINALE Milo non si perde d’animo. Sa che ha clienti affezionati che continueranno a premiarlo, ma certo la frustrazione è tanta perché un susseguirsi di eventi così negativi era impossibile da pronosticare. Prima il ponte sul Panaro chiuso per lavori che devono ancora partire, poi il primo lockdown, i ladri e le nuove limitazioni Covid. Dura resistere in queste condizioni soprattutto se hai l’attività commerciale nella zona artigianale Crocetta, l’ultimo lembo di terra modenese prima di entrare nelle province di Ferrara e Bologna. Milo Ghedini, 40 anni, è uno di quei ristoratori che sta cercando comunque di non arrendersi, di affrontare le difficoltà con il sorriso. Su instagram ha provato ad insegnare a fare tutorial per preparare pane e pizza e l’asporto non si è mai fermato con annesso un regalo per i clienti. Giovedì notte, però, i ladri sono tornati nella pizzeria “Re Pipin”. «Era il mio giorno di chiusura - racconta dopo aver fatto denuncia e mentre incontra il serramentista - ma ero passato durante il giorno ed era tutto a posto. Poi venerdì mattina l’amara sorpresa». I ladri hanno scavalcato il cancello di ingresso e la recinzione, hanno forzato una porta e si sono introdotti nel locale. «Nella cassa non lascio soldi, forse avranno trovato tre monete - racconta l’imprenditore - ma si sono avventati contro i frigo in cui conserviamo i salumi per la farcitura. E li hanno svuotati portandosi via prosciutti, salami, bresaola, pancetta...Un danno di circa 400 euro. È il terzo colpo: a giugno erano entrati dal davanti, a metà ottobre ci erano riusciti di nuovo e ora questa». Ma “Re Pipin” non è l’unica attività commerciale derubata nell’ultimo periodo in zona Crocetta. Se fino a qualche mese fa l’area era il crocevia verso le altre province, adesso è diventata una terra quasi desolata. La chiusura del vecchio ponte sul Panaro infatti ha ridotto il transito di auto e camion e un “palo” piazzato nei pressi del lontano svincolo sul ponte nuovo permette ai ladri di avere ampio margine di vantaggio sulle forze dell’ordine. Se poi ci si aggiunge il lockdown... «Qui intorno siamo quattro ristoranti e i clienti garantivano comunque un giro fino a tardi, erano un presidio sociale - fa notare Milo - Adesso che l’accesso è vietato appena cala la sera l’area si spopola». — ","[""prosciutti, salami, bresaola, pancetta...Un danno di circa 400 euro""]","[""pizzeria \u201cRe Pipin\u201d""]","[""Gioved\u00ec notte""]","[""ladri"", ""ladri"", ""ladri""]","[""Milo Ghedini, 40 anni""]",[],,,Gazzetta di Modena,furto
2973739,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/21/news/maranello-ladri-di-cani-in-azione-rubato-il-lagotto-otto-1.39564058,"Maranello. Hanno agito nel silenzio della notte, approfittando della desolazione delle strade in questo periodo, e hanno portato via Otto, un lagotto di un anno e mezzo, dal suo box a Torre Maina di Maranello, in via Sant’Antonio. Otto è un cucciolo obbediente, di indole tranquilla, bianco con chiazze marroni, dal pelo ricciolo e dagli occhi verdi: ma soprattutto, Otto è un cane da tartufo dall’ottimo fiuto, ed è sicuramente questo il motivo che ha spinto i ladri a portarlo via al suo padrone, il signor Uber Gherardini. «Per me - racconta Gherardini - il cane è come un figlio. Non mi importa del valore economico. Sono estremamente legato ad Otto». Insieme al lagotto, nel casolare di Torre Maina, c’erano altri due cani da tartufo appartenenti ad un amico di Gherardini, che però non sono stati rubati. «Otto - continua Gherardini - è di razza. Inoltre è un cucciolo, mentre gli altri due cani sono più anziani, e queste cose chi se ne intende un po’ le vede». Ogni giorno, mattina e sera, Uber e il suo amico si recavano al casolare per accudire i cani. L’ultima volta giovedì sera, intorno alle 19: ieri mattina l’amara sorpresa. «Il mio amico - continua l’uomo - si è subito accorto che c’era qualcosa di strano. Il lucchetto che chiudeva i box era stato rotto ed era sparito. I suoi due cani gli sono andati incontro, il mio non c’era più. Hanno portano via anche il mangime, i medicinali per gli animali, addirittura delle scope». Poche ore dopo la scoperta, la denuncia in caserma, anche se le speranze di ritrovare Otto sono poche. «I carabinieri - prosegue - mi hanno consigliato di tenere d’occhio internet, e controllare se vedo qualche annuncio perché potrebbero metterlo in vendita, ha un valore di circa 2mila euro». Il cucciolo è inoltre dotato di microchip, quindi c’è anche un’altra speranza: «Magari, se si dovesse allontanare e qualcuno lo ritrovasse, potrebbero risalire a me…». Il signor Gherardini, comunque, è certo di una cosa: «Lo hanno sicuramente caricato in macchina, magari aiutandosi con delle crocchette. Non si allontanava mai dagli altri due cani, né da me. Quando lo liberavo mi stava sempre vicino, o comunque non andava a più di cinque o sei metri di distanza». ","[""Otto"", ""un cucciolo""]","[""a Torre Maina di Maranello, in via Sant\u2019Antonio""]","[""nel silenzio della notte"", ""gioved\u00ec sera""]","[""ladri""]","[""il signor Uber Gherardini""]","[""un amico di Gherardini""]",,,Gazzetta di Modena,furto
2973741,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/21/news/torrazzi-donna-aggredita-in-auto-per-prenderle-la-borsetta-1.39566100,"MODENA ""Ero appena salita in macchina. Sento un colpo tremendo sul finestrino del passeggero, grido e vedo un uomo tutto coperto che mi guarda dritto negli occhi e in un lampo prende la borsa scappando via. Non me lo dimenticherò mai. Mai"". Modena titolare del Bar Moka rapinata in auto ai Torrazzi È ancora sconvolta Katia Marchi, cotitolare del bar Moka dei Torrazzi. Del resto sono passati ancora pochi minuti dall’episodio choc e lei adesso è a fare riparare la sua Kia Venga alla carrozzeria Ferraguti e Cavani, sempre ai Torrazzi. Che lunedì sera ha a sua volta subito il furto di un Mac dall’ufficio con un altro finestrino rotto. Comincia a farsi sentire davvero la questione sicurezza ai Torrazzi. È successo ieri verso le 18.30: Katia ha appena chiuso il bar e, borsetta a tracolla, va sul retro nel parcheggio dove ha lasciato la sua utilitaria. Leggi anche Modena Un altro furto in azienda «Ora basta: ai Torrazzi subito le telecamere» Entra e accade tutto in un secondo: il colpo vibrato con un martello o simile, gli occhi, lei che urla, il braccio che si allunga sul sedile… Ma che alla fine non trova quello che cerca: «Mirava alla borsetta, ma io d’istinto l’ho trattenuta nell’incastro tra il mio seggiolino e quello del passeggero. È riuscito ad afferrare solo la borsa della spesa che avevo sul sedile». Leggi anche Modena. Pneustorrazzi svaligiata Spariti nella notte centinaia di pneumatici Alla fine una sorta di beffa per il ladro, che se n’è andato via solo con un sacchetto di alimentari, ma dopo aver tentato la rapina della borsa. «Non si vedeva il volto, era coperto con un passamontagna e la visiera del cappellino era sulla fronte, anche il maglione che indossava era scuro - ripercorre Katia - ma quegli quegli occhi, quegli occhi che mi fissano… Non me li tolgo dalla mente. A me e alla mia socia ci sono capitati già tre furti nel bar, ma una cosa così non era mai successa: trovarsi una persona dentro la propria macchina è sconvolgente». Katia, per fortuna non ferita dai vetri, ha chiesto aiuto al benzinaio lì di fianco, che ha subito chiamato la polizia. Volatilizzato a bordo di un’auto bianca dove l’aspettava un complice, l’aggressore potrebbe essere incastrato dai filmati di videosorveglianza della stazione di servizio. — © RIPRODUZIONE RISERVATA ","[""un sacchetto di alimentari""]","[""ai Torrazzi""]","[""ieri verso le 18.30""]","[""un uomo tutto coperto""]","[""Katia Marchi, cotitolare del bar Moka dei Torrazzi""]","[""benzinaio l\u00ec di fianco"", ""la polizia""]",,,Gazzetta di Modena,furto
2973743,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/20/news/furto-a-nonantola-1.39565681,"Marocchino 60enne rintracciato dai carabinieri e denunciato per ricettazione. Aveva rubato, a Nonantola, un monopattino elettrico destinato al noleggio. ","[""un monopattino elettrico""]","[""Nonantola""]",[],"[""Marocchino 60enne""]",[],"[""carabinieri""]",,,Gazzetta di Modena,furto
2370326,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/18/news/fiorano-titolare-di-un-autosalone-con-un-magnete-ruba-energia-elettrica-denunciato-1.39204535,"FIORANO Al termine delle verifiche eseguite anche con la collaborazione dei tecnici di “Enele distribuzione”, i Carabinieri del Comando Stazione di Fiorano Modenese, hanno denunciato alla Procura della Repubblica di Modena il titolare di una concessionaria di auto multimarche del posto per furto aggravato e continuato di energia elettrica. Si è accertato che l’esercente aveva manomesso il contatore installato presso l’autosalone, apponendo un magnete che non permetteva la regolare lettura dei consumi effettuati. Sono in corso accertamenti da parte delle società erogatrice del servizio per quantificare l’ammontare del danno subito ","[""energia elettrica""]","[""Fiorano Modenese""]",[],"[""il titolare di una concessionaria di auto multimarche""]","[""societ\u00e0 erogatrice del servizio""]","[""tecnici di \u201cEnele distribuzione\u201d"", ""i Carabinieri del Comando Stazione di Fiorano Modenese""]",,,Gazzetta di Modena,furto
2932647,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/15/news/modena-est-ladri-scatenati-in-via-ellington-profanata-l-urna-della-nonna-1.39542639,"Modena, case svaligiate a Modena Est «Sono arrivati a profanare l’urna di mia nonna mentre scaravoltavano la camera da letto in cerca di preziosi. È stata una violenza inaudita alla sicurezza che dava la mia casa, al senso di protezione e conforto». Parla una ragazza adolescente che abita in via Ellington, a due passi da via Porpora. Siamo a Modena Est. Alle 5 di venerdì pomeriggio questa ragazza ha terminato i compiti dopo una giornata in didattica a distanza ed è uscita per incontrare gli amici. Un’ora dopo, alle 18, è tornata trovando la casa sottosopra. È questo il quinto colpo in via Ellington. Ma questa volta, oltre alla paura e al pensiero ossessivo di essere presi di mira dai banditi, c’è anche il disgusto per la disumanità dei loro gesti. Racconta la madre, un medico: «In un’ora hanno messo a soqquadro tutta la casa senza risparmiare una stanza. Cercavano gioielli, oro, denaro. Non teniamo niente in casa apposta per evitare furti del genere. Loro si sono accaniti. Hanno anche frugato tra le ceneri di mia madre, scoperchiando l’urna. Tutto questo per portare via una perla, qualche oggetto prezioso e tanta bigiotteria». Per entrare in casa i ladri hanno tagliato la griglia dell’inferriata nella porta finestra in cucina usando l’azoto e poi un tronchese potente. Un foro rettangolare piccolo, come si vede nella foto, che può essere attraversato da un bambino o più facilmente da una persona snella e acrobatica. Entrato, il ladro ha aperto la porta ai complici che hanno saccheggiato le stanze. In via Ellington ieri si respirava un’aria pesante. Ci sono stati altri quattro colpi in cinque settimane, troppi per una strada defilata di periferia. Sono anche stati visti, i ladri. Spesso agiscono in tre: un palo e due in azione. Spiega Giampaolo Bonfiglioli a capo del coordinamento di controllo del vicinato: «Vengono qui troppo spesso. E compiono furti a varie ore del giorno e della sera. Fino alle 23.30. Anche nel pomeriggio all’imbrunire, come in questo caso. In un caso in pieno giorno, alle 10». «Le effrazioni sono state quasi tutte commesse con il taglio delle inferriate. Anche robuste, come quella che abbiamo visto. Fanno buchi più o meno identici a questo. Tutti colpi simili. Quello che entra è sicuramente smilzo. Durante il primo furto la padrona di casa si è trovata di fronte al ladro e lo aveva bloccato ma è riuscito a scappare: era piccolo magro e molto svelto, non ha detto una parola. Da quello che sappiamo e da alcuni filmati di videosorveglianza, agiscono in tre». Anche la tecnica è sempre la stessa: partendo dalla camera da letto gettano tutto all’aria finché non trovano preziosi o soldi. Partono dal piano terra e arrivano al solaio. Solo i garage lasciano stare». E le forze dell’ordine? «Passa qualche volante ma non di sera. Chiediamo che si intensifichino i controlli soprattutto quando fa buio». — ","[""una perla, qualche oggetto prezioso e tanta bigiotteria""]","[""a Modena Est"", ""in via Ellington""]","[""Alle 5 di venerd\u00ec pomeriggio""]","[""ladri"", ""tre: un palo e due in azione""]","[""madre""]",[],,,Gazzetta di Modena,furto
2932649,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/14/news/libero-dopo-furto-di-bici-ne-va-a-rubare-un-altra-1.39542302,"Stava cercando di rubare una bicicletta posteggiata alla stazione delle corriere, ma la Polizia locale di Modena lo ha sorpreso praticamente in tempo reale, bloccandolo. Un 30enne pakistano è stato denunciato per il tentato furto avvenuto in via Fabriani, poco distante dalla sede del Centro storico, intorno alle 18 di giovedì; solo pochissimi giorni prima era stato arrestato dalle forze dell’ordine per lo stesso reato. L’uomo è stato notato dagli operatori, impegnati nei pattugliamenti pomeridiani della zona, mentre stava provando a rompere il lucchetto di sicurezza di una bici agganciata alle rastrelliere. Alla richiesta di spiegazioni sul suo comportamento, ha risposto che il veicolo era di proprietà di un amico e che stava forzando la catena perché non ne possedeva la chiave. Tuttavia proprio in quei momenti è arrivato sul posto il proprietario della bicicletta, che lo ha smentito. Perciò al 30enne, oltre all’accusa sul tentato furto, è stata contestata anche l’inosservanza delle normative sugli stranieri. ","[""bicicletta""]","[""via Fabriani"", ""poco distante dalla sede del Centro storico""]","[""intorno alle 18 di gioved\u00ec""]","[""Un 30enne pakistano""]","[""il proprietario della bicicletta""]","[""Polizia locale di Modena""]",,,Gazzetta di Modena,furto
2932650,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/11/14/news/furto-di-utensili-all-obi-denunciato-un-27enne-1.39542308,"Dopo le 19 di giovedì sera i carabinieri dell’aliquota radiomobile della Compagnia di Carpi, nel corso di un servizio perlustrativo, hanno denunciato alla Procura un 27enne residente nel Reggiano, con l’accusa di furto aggravato. L’uomo, all’Obi, si era impossessato di alcuni utensili per un valore complessivo di 300 euro. Questo senza pagare gli oggetti. La refuriva è stata recuperata e restituita. ","[""alcuni utensili per un valore complessivo di 300 euro""]","[""all\u2019Obi""]","[""Dopo le 19 di gioved\u00ec sera""]","[""un 27enne residente nel Reggiano""]","[""all\u2019Obi""]","[""carabinieri dell\u2019aliquota radiomobile della Compagnia di Carpi""]",,,Gazzetta di Modena,furto
2296194,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/05/news/modena-tenta-di-rapinare-una-donna-incinta-arrestato-poco-dopo-1.39162036,"MODENA Un uomo di origini tunisine di 29 anni è stato arrestato la sera del 4 agosto, poche dopo aver tentato di rapinare una donna 32 anni di Carpi. Erano da poco passate le 20 quando la signora, in stato interessante, stava camminando lungo viale Monte Kosica, quando è stata affrontata dal tunisino che si è avventato sulla borsa per cercare di strappargliela. La donna ha difeso la sua borsa e nel tentativo di non farsi portare via nulla, è stata trascinata a terra. Le urla della malcapitata hanno attirato l'attenzione di alcuni passanti e costretto il rapinatore a fuggire. I cittadini hanno a loro volta richiamato l'attenzione dei soldati impegnati, tra la zona del Novi Sad e la stazione, nel presidio denominato ""strade sicure"" che hanno soccorso la donna e acquisito informazioni sulla descrizione dell'uomo. I soldati hanno immediatamnte contattato i carabinieri, fornendo tutti gli elementi utili per la caccia al responsabile. Nel giro di un'ora l'uomo è stato trovato e arrestato. ","[""borsa""]","[""lungo viale Monte Kosica""]","[""la sera del 4 agosto"", ""le 20""]","[""Un uomo di origini tunisine di 29 anni""]","[""donna 32 anni di Carpi""]","[""alcuni passanti"", ""I soldati"", ""i carabinieri""]",,,Gazzetta di Modena,furto
2053046,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/06/29/news/rubato-un-trattore-che-ha-ben-42-anni-appello-per-ritrovarlo-1.39025524,"Hanno rubato un trattore di ben 42 anni perfettamente funzionante, tra lo stupore e l’arrabbiatura del proprietario che, oltre a constatare amaramente il furto, ha lanciato un appello per ritrovarlo. In via Guastalla a Migliarina l’azienda agricola di Giampaolo Marchetto si estende su 17 ettari di vigneti e pere. «Venerdì alle 7 ho realizzato che il trattore, un modello Goldoni 238 Universal, 38 cavalli, snodato nel mezzo, del 1978, non era più al suo posto - dice l’imprenditore - In tre generazioni di agricoltori non avevamo mai subito un furto. Devono aver portato via il trattore nella fascia oraria che va da mezzanotte alle 5». Il terreno dei Marchetto si estende, oltre che su via Guastalla, anche sulle vie Lunga e Arginello. «Devono aver tenuto d’occhio i nostri spostamenti: colgo l’occasione per denunciare una tendenza - continua l’imprenditore - negli ultimi mesi, da quando c’è stato il lockdown gli argini sono presi d’assalto da persone che vi si recano per camminare. Chi mi dice che tra queste non ci fosse qualche ladro? La seconda osservazione è sull’età della macchina: ha 42 anni… Chi è il ladro che viene a rubare un trattore così vecchio?». Il furto del trattore è stato denunciato alla Polizia. — S.A. ","[""trattore"", ""trattore, un modello Goldoni 238 Universal, 38 cavalli, snodato nel mezzo, del 1978""]","[""via Guastalla a Migliarina ""]","[""Venerd\u00ec""]",[],"[""l\u2019azienda agricola di Giampaolo Marchetto"", ""imprenditore"", ""proprietario""]",[],,,Gazzetta di Modena,furto
